Distance_(pixels),Gray_Value
259,160.333
260,165
261,167.333
262,164.667
263,163.667
264,165
265,165
266,164
267,165
268,164.333
269,164.667
270,162.667
271,161.667
272,164.333
273,163
274,163
275,168
276,167
277,165
278,164.333
279,165.333
280,164
281,167
282,167
283,166
284,166.667
285,164.667
286,163
287,163
288,160.333
289,161
290,165.333
291,167
292,165.333
293,166.333
294,163.333
295,163.333
296,164.333
297,166.333
298,166.333
299,170
300,166.333
301,164.333
302,165
303,164.333
304,166
305,165
306,164
307,165
308,165.667
309,164.667
310,165
311,165.333
312,164.667
313,165.667
314,164
315,164
316,164
317,165
318,165.667
319,164.667
320,164.333
321,166
322,166
323,167.333
324,167.333
325,164.333
326,164.333
327,164
328,166.333
329,165
330,164.333
331,165.333
332,165
333,165
334,165
335,165
336,164
337,164
338,163
339,164.333
340,165.333
341,165
342,164.667
343,161.667
344,164.333
345,166.667
346,166.667
347,163
348,164.333
349,165.333
350,165.667
351,166.667
352,166.667
353,167
354,164.333
355,163.333
356,165
357,164
358,165
359,166
360,163.333
361,163.333
362,166
363,165
364,166.667
365,164.667
366,167
367,167.333
368,165
369,165
370,166.333
371,165
372,169
373,170
374,168
375,167
376,164.333
377,163.333
378,163.333
379,161.333
380,164.333
381,167
382,166
383,166
384,164
385,164
386,165.667
387,168
388,166.667
389,166.667
390,163.333
391,161.333
392,166
393,166
394,166
395,164.333
396,164.333
397,165
398,166
399,166
400,166.667
401,165
402,164
403,166
404,166.333
405,164.333
406,163
407,165
408,165
409,167
410,166
411,166
412,167.667
413,165.667
414,163
415,164.333
416,168
417,167
418,166.667
419,166
420,167
421,169
422,163.333
423,167.333
424,166.333
425,164.333
426,168.333
427,167.667
428,169
429,169
430,166.333
431,165
432,165
433,163.333
434,165
435,167.333
436,168
437,166
438,165
439,165
440,163.667
441,165.667
442,168.333
443,168.333
444,167
445,167.333
446,166.667
447,169.667
448,170.333
449,167
450,166
451,168.333
452,168.667
453,168.667
454,166
455,165
456,165
457,165.667
458,165.667
459,162
460,164
461,166.333
462,166.333
463,166.667
464,165.333
465,166.333
466,166.667
467,168
468,169.333
469,166
470,165.333
471,166
472,169
473,167.333
474,169.667
475,172
476,167.333
477,163
478,164.333
479,166
480,167.333
481,169
482,166.333
483,167
484,166
485,165
486,167
487,168.667
488,168.333
489,169
490,168
491,166.333
492,167.333
493,169
494,166.333
495,165.333
496,166
497,165.333
498,165.667
499,168
500,169.333
501,169
502,167.333
503,167
504,167
505,168.333
506,167.667
507,169.333
508,167.667
509,166.333
510,167
511,167
512,167
513,168
514,165.333
515,166.333
516,166.667
517,166
518,167.333
519,168.333
520,167
521,165
522,166.333
523,168.667
524,167.667
525,167.667
526,165.333
527,166
528,168.333
529,168
530,167
531,168
532,167
533,166
534,167.333
535,166.667
536,166
537,167.333
538,167.667
539,170
540,169
541,169
542,167.333
543,167.333
544,167
545,167
546,166
547,167
548,168.667
549,168
550,170.333
551,171.333
552,167.667
553,166.667
554,167.333
555,168
556,167.333
557,168
558,166.333
559,161.333
560,161.333
561,163.333
562,161.333
563,156.333
564,155.333
565,154.667
566,150.667
567,148.333
568,145.667
569,143
570,139
571,136
572,131.333
573,127.333
574,120.667
575,111
576,111.667
577,106.333
578,100.333
579,91.333
580,89
581,86
582,82
583,77
584,70.667
585,71.667
586,71.333
587,70
588,68
589,67.667
590,65.667
591,66.667
592,67
593,67.667
594,66.667
595,67.667
596,68.667
597,68.333
598,64
599,67.667
600,71
601,71
602,76
603,78.667
604,82
605,89
606,95.333
607,99.667
608,99.333
609,99.333
610,101.333
611,113
612,123.667
613,125
614,118.333
615,116
616,119.333
617,121
618,118.333
619,123.333
620,131.333
621,138.333
622,143
623,142
624,142.667
625,142.667
626,145
627,147
628,148
629,146.667
630,149
631,152.333
632,153.333
633,153.333
634,153.333
635,156.333
636,158.333
637,157.333
638,156.667
639,157.667
640,158.333
641,158.333
642,158.333
643,160.333
644,161.333
645,165.333
646,161.667
647,162.667
648,162.333
649,162.333
650,162.333
651,162.333
652,163.333
653,162.333
654,163.333
655,164.667
656,166
657,164.667
658,164.333
659,162.333
660,162.667
661,163.667
662,164.333
663,162.667
664,164.333
665,163.333
666,164.333
667,165.333
668,165.667
669,163.667
670,164.333
671,164.333
672,164.333
673,164.667
674,163.667
675,161.667
676,162.333
677,165.333
678,163.667
679,163.333
680,164.333
681,168
682,167
683,165
684,165
685,165.333
686,164.667
687,163.333
688,165.333
689,164.333
690,165.667
691,164.667
692,164.667
693,164
694,163.667
695,164.667
696,161.667
697,161.667
698,163.333
699,165.333
700,166.333
701,169.333
702,165
703,162.333
704,164.333
705,167.333
706,162.333
707,163
708,164.667
709,163.333
710,164.333
711,163.667
712,163.667
713,165.333
714,162.333
715,167
716,162.667
717,159.333
718,160.333
719,163.333
720,164.333
721,161.667
722,162.333
723,161.333
724,162.333
725,163.333
726,162.333
727,160.667
728,162.667
729,160.667
730,161.333
731,162
732,162.333
733,160.333
734,162.667
735,162
736,161
737,162
738,161
739,160
740,160.333
741,161.333
742,161
743,160
744,158
745,159.333
746,158.333
747,159.333
748,159.333
749,157.667
750,159
751,163.333
752,160.333
753,159
754,158
755,158
756,158.333
757,160.333
758,159.333
759,158
760,157.333
761,158
762,158
763,160
764,160.333
765,157.333
766,155
767,155.333
768,156.333
769,158
770,157
771,158
772,158.667
773,157.333
774,157.667
775,157.667
776,156.333
777,155
778,154
779,153
780,157.333
781,156.333
782,156.333
783,155.333
784,156
785,156
786,156.333
787,156.333
788,158
789,155.333
790,154
791,154
792,155
793,157.333
794,155
795,157.333
796,157.667
797,155.667
798,155.333
799,155.333
800,155
801,155.667
802,156
803,158.333
804,155.667
805,152.667
806,151.667
807,153.667
808,155.667
809,154
810,153
811,154.333
812,155.333
813,153.333
814,153.667
815,155
816,152.333
817,153
818,153
819,153
820,155.333
821,155.333
822,153.333
823,154.667
824,153.667
825,150.333
826,149
827,152.333
828,153.333
829,150.667
830,149
831,151
832,152.333
833,151.333
834,152
835,156.333
836,155.333
837,153.667
838,153.667
839,150
840,152.667
841,153
842,152
843,154.333
844,154.333
845,153.333
846,154
847,153
848,151
849,153
850,151
851,152.667
852,152.667
853,152.333
854,152.667
855,151.667
856,151
857,151
858,150.333
859,152.667
860,154.667
861,153.333
862,153.333
863,153.333
864,152.333
865,151.333
866,151.667
867,154.667
868,151.667
869,151
870,152.333
871,152.333
872,149.667
873,149.667
874,151.667
875,149
876,149.667
877,148
878,151.333
879,151.333
880,148.667
881,146.667
882,149.667
883,150.333
884,150.333
885,151.333
886,150.333
887,150.333
888,150
889,151
890,149
891,150.667
892,150.333
893,150.333
894,152.667
895,150.667
896,146.667
897,147.667
898,149
899,149.667
900,148.333
901,148.667
902,147
903,146.333
904,148
905,147
906,147.667
907,147.667
908,147
909,148.667
910,146.667
911,146.333
912,146.333
913,146.333
914,146.667
915,147
916,146
917,143
918,143
919,146
920,147.333
921,144.667
922,144
923,146
924,145.333
925,143.333
926,144.333
927,145.333
928,145
929,145.333
930,145.667
931,144.667
932,143
933,142
934,142.667
935,144.333
936,144.667
937,145.667
938,144.667
939,144.667
940,145.333
941,146.333
942,143.667
943,141.333
944,140
945,142
946,143.667
947,143.333
948,142.667
949,143.333
950,143.333
951,143.667
952,143.667
953,142.667
954,142.667
955,142.333
956,142.333
957,142.667
958,145
959,143
960,141.667
961,142.667
962,142
963,140
964,140.667
965,141.667
966,141.333
967,141.667
968,139.667
969,139
970,139.333
971,141.667
972,138.667
973,140
974,140
975,140
976,139
977,138
978,138.667
979,135.667
980,136.667
981,138.667
982,138
983,136
984,137.667
985,139.333
986,138.667
987,137.333
988,138.333
989,136.333
990,135.667
991,137.333
992,138.333
993,137.333
994,139.333
995,141.333
996,138.333
997,138.333
998,137.333
999,132.333
1000,135.667
1001,138.333
1002,136.333
1003,138.333
1004,137.667
1005,136.667
1006,138.667
1007,135.667
1008,134.333
1009,132.333
1010,134.667
1011,138.667
1012,137.333
1013,135.333
1014,134
1015,134.333
1016,135
1017,133.667
1018,134.667
1019,138.667
1020,139.333
1021,134.333
1022,133
1023,137
1024,136.333
1025,134.333
1026,134.667
1027,135.333
1028,135.333
1029,137.667
1030,134
1031,131
1032,134.333
1033,135.333
1034,134.667
1035,133.667
1036,133.333
1037,133.333
1038,132.667
1039,133
1040,133.333
1041,131.333
1042,131
1043,133
1044,133.667
1045,133
1046,132
1047,131.333
1048,131.333
1049,133.333
1050,132
1051,133.333
1052,131.667
1053,130.667
1054,132.667
1055,131.667
1056,133.333
1057,134.333
1058,133.333
1059,136.333
1060,134.333
1061,132.333
1062,133.333
1063,135.667
1064,134
1065,134
1066,131.667
1067,132.667
1068,130.333
1069,131.667
1070,132.667
1071,131.667
1072,132.667
1073,133.667
1074,131.333
1075,131.333
1076,130.667
1077,130.667
1078,130.667
1079,131.333
1080,131.667
1081,132.333
1082,131.333
1083,132
1084,129.667
1085,126
1086,128.667
1087,129.667
1088,130.333
1089,134.333
1090,129.333
1091,128.667
1092,129
1093,131.667
1094,130.333
1095,130
1096,131.333
1097,130.333
1098,129.333
1099,128.667
1100,129.667
1101,130.333
1102,128.333
1103,127.333
1104,127.333
1105,128.667
1106,129
1107,132
1108,131.667
1109,128.667
1110,127.667
1111,132.667
1112,130.667
1113,129.667
1114,128.333
1115,126.667
1116,129.667
1117,129
1118,128.333
1119,130
1120,129
1121,132
1122,131.333
1123,126.333
1124,128.333
1125,128.333
1126,127.333
1127,128.333
1128,128
1129,127.333
1130,126.333
1131,131.333
1132,131.667
1133,127.333
1134,126.667
1135,127.333
1136,126.333
1137,125.333
1138,127
1139,128.667
1140,129.667
1141,126.333
1142,128.333
1143,128.333
1144,126.667
1145,125.667
1146,125.333
1147,123.333
1148,125
1149,124.333
1150,125
1151,125.333
1152,126.333
1153,128
1154,128
1155,132
1156,133
1157,127.333
1158,126.667
1159,128.667
1160,127.333
1161,123.333
1162,123.333
1163,123.333
1164,124
1165,124
1166,125.333
1167,126.333
1168,128.667
1169,130.667
1170,123.333
1171,122
1172,128.333
1173,126.333
1174,124.667
1175,126.333
1176,125.333
1177,125
1178,125
1179,125
1180,125.333
1181,124.333
1182,124
1183,126.333
1184,128.333
1185,126.667
1186,124.333
1187,125.333
1188,124.333
1189,124.333
1190,124.667
1191,124
1192,126
1193,127
1194,127.333
1195,127.667
1196,126.333
1197,124
1198,121.333
1199,124
1200,124.333
1201,123.333
1202,124.333
1203,124
1204,125.333
1205,124.667
1206,125
1207,122.333
1208,124.333
1209,127.667
1210,126
1211,127.333
1212,125.667
1213,128
1214,125
1215,124
1216,124.333
1217,124.333
1218,128
1219,127
1220,128
1221,130
1222,122.333
1223,122.333
1224,122.333
1225,123
1226,121.333
1227,120.333
1228,121.333
1229,122
1230,119.667
1231,122.333
1232,123
1233,122
1234,124
1235,120
1236,118.667
1237,123.667
1238,123
1239,122
1240,122.333
1241,122.333
1242,121
1243,122.333
1244,122
1245,127.333
1246,128
1247,126.333
1248,123.333
1249,121
1250,121
1251,120
1252,121
1253,120
1254,118
1255,119.333
1256,120
1257,121.333
1258,119.333
1259,120.333
1260,119.667
1261,119
1262,118.333
1263,118.333
1264,116.333
1265,118
1266,119
1267,119.333
1268,120.333
1269,121.667
1270,121
1271,119.333
1272,121.333
1273,120.667
1274,118
1275,112.333
1276,119
1277,119
1278,118
1279,117
1280,118.667
1281,117.667
1282,116.333
1283,115.333
1284,118
1285,115
1286,117.333
1287,119.333
1288,118
1289,118.333
1290,116
1291,112.667
1292,115
1293,116.333
1294,117
1295,117
1296,118.667
1297,116.667
1298,116.333
1299,118.333
1300,117
1301,115.333
1302,115
1303,116.333
1304,117.667
1305,116.667
1306,120.333
1307,118.333
1308,117.667
1309,113.667
1310,116.333
1311,115.667
1312,117
1313,118.667
1314,118.667
1315,125
1316,127
1317,130
1318,127.667
1319,126.667
1320,131.667
1321,134.333
1322,134.667
1323,136
1324,134.333
1325,130.667
1326,135
1327,139
1328,137.333
1329,135.667
1330,137.333
1331,141.333
1332,139.667
1333,140.333
1334,141.333
1335,142
1336,138
1337,134.333
1338,134.667
1339,133.333
1340,133.333
1341,133
1342,132.333
1343,132.333
1344,128.333
1345,126.667
1346,127.333
1347,127
1348,129.333
1349,131.667
1350,130.333
1351,129.333
1352,127.667
1353,120.667
1354,120
1355,119
1356,116.667
1357,115.667
1358,111.667
1359,106.667
1360,110.333
1361,113.333
1362,108.667
1363,108.667
1364,109.333
1365,107.333
1366,106.333
1367,107.667
1368,108.333
1369,111.333
1370,111.667
1371,109
1372,105.667
1373,108.333
1374,108.333
1375,105.667
1376,105.667
1377,105.667
1378,104.333
1379,105.333
1380,104.333
1381,105.333
1382,104.333
1383,108.333
1384,105
1385,105
1386,104.667
1387,105.333
1388,105.333
1389,106.333
1390,106.667
1391,105.667
1392,103.667
1393,104.333
1394,104.333
1395,105
1396,105.333
1397,104.333
1398,103.333
1399,107.333
1400,107.667
1401,103.667
1402,106
1403,104.667
1404,102.333
1405,105
1406,106
1407,108
1408,104.667
1409,104.667
1410,109.667
1411,108.333
1412,104.667
1413,103.667
1414,101.333
1415,99.667
1416,102.333
1417,105.333
1418,108.333
1419,108.333
1420,102.667
1421,97.333
1422,102.333
1423,106.667
1424,104.667
1425,101.667
1426,100.333
1427,101.667
1428,102.333
1429,102.333
1430,102.667
1431,102.667
1432,103
1433,102.667
1434,103.333
1435,102.667
1436,101.667
1437,101.333
1438,101.333
1439,102.667
1440,102.333
1441,100
1442,103
1443,101.333
1444,99.667
1445,98.333
1446,95.667
1447,99.667
1448,99.333
1449,99
1450,99.667
1451,101
1452,102.333
1453,100.667
1454,100.667
1455,97.667
1456,96.667
1457,97.667
1458,98.667
1459,98.667
1460,99
1461,99
1462,96.333
1463,95.333
1464,97.667
1465,97
1466,95.333
1467,94.667
1468,94.333
1469,96
1470,94.333
1471,93.667
1472,94.333
1473,93.667
1474,93.333
1475,95
1476,95
1477,93
1478,91.333
1479,90.333
1480,91.667
1481,91.667
1482,92
1483,93
1484,95.333
1485,93.667
1486,92
1487,89
1488,92.333
1489,94.667
1490,91.333
1491,90
1492,87.333
1493,91
1494,90.333
1495,89.667
1496,89.667
1497,88
1498,90
1499,90
1500,90.667
1501,89.667
1502,89.333
1503,87.667
1504,89.667
1505,91
1506,89.667
1507,84.667
1508,88.333
1509,93.333
1510,93.333
1511,89.333
1512,86.667
1513,86.667
1514,87.333
1515,86.333
1516,84.667
1517,84.667
1518,86
1519,87
1520,87.333
1521,86.333
1522,85
1523,85.667
1524,87.333
1525,83.333
1526,81
1527,80.667
1528,82.667
1529,84
1530,85
1531,81.667
1532,81.333
1533,81
1534,80.667
1535,79.333
1536,80.333
1537,83.667
1538,82
1539,78
1540,77
1541,78
1542,75.333
1543,77.667
1544,78.333
1545,75.667
1546,74
1547,78.333
1548,79
1549,70
1550,70.333
1551,74.667
1552,74
1553,71.333
1554,73.333
1555,71.333
1556,72.667
1557,71.667
1558,72.333
1559,72
1560,71.333
1561,73
1562,74
1563,77
1564,72.667
1565,72.667
1566,74
1567,74
1568,70.667
1569,68.333
1570,71
1571,72.667
1572,71.667
1573,70.667
1574,69
1575,67.667
1576,70.667
1577,71.667
1578,76.333
1579,74.333
1580,75.667
1581,72.333
1582,73
1583,75
1584,76
1585,78
1586,77.667
1587,78.667
1588,82
1589,84.667
1590,83.667
1591,89.667
1592,93.333
1593,94.667
1594,97.667
1595,98.667
1596,101
1597,101
1598,102
1599,105
1600,109
1601,109
1602,106
1603,105
1604,107.667
1605,108.667
1606,106.333
1607,112
1608,118
1609,124.333
1610,129
1611,137.333
1612,140.333
1613,144
1614,147.667
1615,151
1616,156.333
1617,160
1618,160.333
1619,162.333
1620,165.333
1621,165
1622,166
1623,166.333
1624,169
1625,169
1626,169.667
1627,167.667
1628,172
1629,173
1630,172
1631,173
1632,176.333
1633,176.333
1634,173.333
1635,173.333
1636,174
1637,175
1638,176.333
1639,176.333
1640,176.667
1641,176.667
1642,174.333
1643,172
1644,174
1645,176
1646,175
1647,177.333
1648,176.667
1649,174.667
1650,175.333
1651,175
1652,174
1653,172.667
1654,171.333
1655,174.667
1656,174.333
1657,175.333
1658,174
1659,176.667
1660,176.333
1661,175.667
1662,176.333
1663,172.333
1664,171
1665,175
1666,174.667
1667,173
1668,172.667
1669,174.667
1670,177
1671,176.333
1672,175
1673,174.667
1674,174.667
1675,174.667
1676,175
1677,173.667
1678,175
1679,177.333
1680,175
1681,176
1682,174.667
1683,172.667
1684,175
1685,176
1686,175
1687,175
1688,175.333
1689,175.333
1690,174
1691,174
1692,174
1693,174.667
1694,173.667
1695,175.667
1696,177
1697,178
1698,176.333
1699,175.333
1700,174.667
1701,175.667
1702,175
1703,175
1704,175.667
1705,174.667
1706,175
1707,174.333
1708,175
1709,175
1710,174
1711,173.667
1712,173.333
1713,176
1714,175.667
1715,175.667
1716,177.333
1717,178
1718,175.333
1719,170.333
1720,174
1721,177.333
1722,175
1723,175
1724,175
1725,175
1726,175.333
1727,175
1728,174.667
1729,175.667
1730,175.333
1731,174.667
1732,175.667
1733,174.667
1734,177
1735,174.667
1736,175
1737,175
1738,174
1739,174.333
1740,173.333
1741,175
1742,173.333
1743,173
1744,174
1745,173.667
1746,176
1747,176
1748,176.667
1749,175.667
1750,175.667
1751,175.667
1752,178.333
1753,175
1754,170.333
1755,174
1756,175.333
1757,175
1758,174.667
1759,176.667
1760,175.667
1761,173.333
1762,172
1763,173
1764,176.333
1765,174
1766,174
1767,174.333
1768,174
1769,174
1770,174.333
1771,173
1772,175
1773,172
1774,172
1775,174.333
1776,175
1777,173.667
1778,172.667
1779,174.667
1780,176
1781,176
1782,175.333
1783,173
1784,172
1785,172.667
1786,173.333
1787,174
1788,174.333
1789,175
1790,175
1791,175
1792,175.333
1793,175.333
1794,175
1795,177
1796,177.667
1797,176.667
1798,176.667
1799,175.667
1800,177
1801,178.333
1802,175.333
1803,173.333
1804,175.333
1805,173.333
1806,173.333
1807,174.333
1808,173.333
1809,175
1810,173.667
1811,174.667
1812,174.333
1813,174.333
1814,174
1815,170
1816,173
1817,175
1818,175.333
1819,175.333
1820,176.333
1821,176.333
1822,175
1823,176
1824,175
1825,175.333
1826,174
1827,180.667
1828,175.667
1829,174.667
1830,174.333
1831,174.333
1832,173.333
1833,173.667
1834,174.667
1835,173.333
1836,173.333
1837,173.333
1838,175
1839,176.667
1840,175
1841,174.333
1842,174
1843,174
1844,174.333
1845,174.333
1846,176
1847,175.667
1848,175
1849,173
1850,173
1851,171.333
1852,174.333
1853,175.333
1854,175.333
1855,176.333
1856,174.333
1857,175
1858,175
1859,175.333
1860,175.333
1861,172.333
1862,173
1863,174.333
1864,174
1865,175
1866,176
1867,176
1868,173
1869,175
1870,174.667
1871,175.333
1872,176.333
1873,174.667
1874,173
1875,174.333
1876,175
1877,174
1878,174.667
1879,172
1880,175
1881,174.333
1882,175
1883,175
1884,176.333
1885,175.333
1886,173.667
1887,174.667
1888,175
1889,175
1890,174
1891,173
1892,172.667
1893,171
1894,173
1895,176
1896,174
1897,175.333
1898,174
1899,173.333
1900,174
1901,174.667
1902,175.333
1903,176.333
1904,176
1905,173.333
1906,173.667
1907,175
1908,177
1909,177
1910,174.333
1911,175
1912,175
1913,174.333
1914,173
1915,176
1916,177
1917,176.333
1918,175.333
1919,175.333
1920,174.667
1921,174
1922,173
1923,172.333
1924,173.333
1925,174.667
1926,171.333
1927,174
1928,174
1929,175
1930,175
1931,174.333
1932,173.333
1933,173
1934,174
1935,175
1936,173.667
1937,173.667
1938,174.333
1939,175.333
1940,174
1941,174
1942,172.333
1943,174
1944,174.333
1945,173.333
1946,175.333
1947,176.333
1948,174.333
1949,175
1950,174.667
1951,174.667
1952,175.333
1953,173.333
1954,174.333
1955,174.333
1956,174.667
1957,174.667
1958,172.333
1959,174
1960,174.333
1961,175
1962,175
1963,175
1964,176.333
1965,176.333
1966,173.333
1967,173
1968,173
1969,173
1970,176
1971,176
1972,175
1973,173
1974,173.333
1975,176
1976,172.333
1977,173
1978,175.667
1979,174.667
1980,172.667
1981,174.333
1982,174.667
1983,173.667
1984,175
1985,174.667
1986,172
1987,173.333
1988,174
1989,175
1990,174
1991,173
1992,173
1993,174.333
1994,173.667
1995,174.667
1996,174.333
1997,172
1998,172.333
1999,174.667
2000,174
2001,173.333
2002,174
2003,174.667
2004,174.333
2005,173.333
2006,173
2007,170.333
2008,172
2009,172.333
2010,175.333
2011,176.333
2012,174.333
2013,173
2014,173.333
2015,174
2016,173.667
2017,173.667
2018,174.333
2019,176.333
2020,172
2021,173
2022,173
2023,174.333
2024,174.667
2025,173.667
2026,174.333
2027,173
2028,173.667
2029,175
2030,176
2031,175
2032,173.667
2033,174.667
2034,175.333
2035,176
2036,175.667
2037,175.667
2038,174
2039,173.333
2040,174.667
2041,175
2042,175
2043,176.333
2044,174.667
2045,177.667
2046,174.667
2047,174
2048,174
2049,173
2050,175.333
2051,175
2052,173.667
2053,174.667
2054,174
2055,175
2056,174
2057,172.333
2058,172
2059,173
2060,175.667
2061,174.667
2062,174.333
2063,174.667
2064,175.667
2065,175
2066,174
2067,173.333
2068,175
2069,173
2070,174
2071,173
2072,173.667
2073,176.667
2074,174.667
2075,174.667
2076,174
2077,175.333
2078,175
2079,174
2080,174
2081,175.667
2082,175.667
2083,175.667
2084,175
2085,175
2086,174.667
2087,176.667
2088,173.333
2089,171.667
2090,173.333
2091,174.667
2092,174.333
2093,173.333
2094,173
2095,175
2096,174.667
2097,175.667
2098,174.333
2099,172.333
2100,174.667
2101,173.667
2102,174
2103,174.333
2104,174.667
2105,174.667
2106,174
2107,174.333
2108,173.333
2109,172.333
2110,172.333
2111,173
2112,174
2113,173.667
2114,172.667
2115,174.667
2116,174.667
2117,172.667
2118,173.667
2119,175.333
2120,175.333
2121,175.333
2122,175
2123,174.667
2124,176
2125,176.333
2126,175.667
2127,175.667
2128,174.333
2129,172.333
2130,174.333
2131,176
2132,174.333
2133,174.333
2134,174
2135,173.333
2136,174
2137,173.667
2138,174.333
2139,173.667
2140,175.333
2141,174.667
2142,174
2143,174.333
2144,173.333
2145,172.333
2146,174.333
2147,175.333
2148,174
2149,174
2150,174
2151,176.333
2152,175.333
2153,173.667
2154,173.667
2155,175
2156,173.667
2157,172.667
2158,173
2159,175.333
2160,174
