Distance_(pixels),Gray_Value
326,131.3333
327,132.3333
328,132
329,127
330,130.6667
331,131.3333
332,131
333,128
334,129
335,130.3333
336,132.3333
337,134
338,132
339,130.6667
340,130
341,130
342,131
343,131.6667
344,131
345,131
346,130
347,132
348,130.6667
349,126.6667
350,126.6667
351,131.6667
352,130.6667
353,128.6667
354,128
355,127.6667
356,129
357,131
358,130.6667
359,126
360,127
361,128.3333
362,127.6667
363,127
364,126.6667
365,125.6667
366,124.6667
367,124
368,121.6667
369,120.6667
370,123
371,114.3333
372,114.6667
373,120.3333
374,120.6667
375,122.6667
376,121.6667
377,118.6667
378,119.3333
379,116.3333
380,114.3333
381,117.3333
382,118
383,114
384,114.3333
385,111.6667
386,114
387,113.6667
388,113.3333
389,111.6667
390,111.6667
391,110.3333
392,111
393,110
394,112
395,106.6667
396,104.6667
397,104.3333
398,103.3333
399,101.3333
400,103.3333
401,103
402,101.3333
403,98.3333
404,96.6667
405,93.6667
406,91
407,90.6667
408,89.3333
409,85.3333
410,88.3333
411,87
412,87.6667
413,87.3333
414,82
415,82.3333
416,83.6667
417,84.3333
418,81.6667
419,77
420,74.6667
421,74.6667
422,75.6667
423,76.6667
424,77
425,71
426,70.3333
427,67.3333
428,67.6667
429,70
430,66.6667
431,66.3333
432,64
433,62.3333
434,62.3333
435,64
436,63.3333
437,60.6667
438,59.3333
439,59.3333
440,54.6667
441,55
442,58.3333
443,57.6667
444,54.3333
445,52.6667
446,54.6667
447,58.6667
448,55.3333
449,55.3333
450,53.6667
451,56.6667
452,53.3333
453,52
454,52
455,53
456,52.6667
457,53.6667
458,51.3333
459,52.6667
460,52.6667
461,52
462,50.6667
463,50.3333
464,51.3333
465,51.3333
466,51.3333
467,51.3333
468,50
469,49.6667
470,49.3333
471,50
472,49.3333
473,49.3333
474,49.6667
475,50.3333
476,50.6667
477,50.6667
478,51
479,50.6667
480,50
481,50.6667
482,50.6667
483,50
484,50.6667
485,48.6667
486,47.3333
487,48
488,48.6667
489,49.3333
490,48
491,49.3333
492,48
493,50
494,50.6667
495,48
496,47
497,46.6667
498,45.3333
499,46.6667
500,49
501,47.3333
502,45.6667
503,45.6667
504,46.6667
505,46.6667
506,45.6667
507,45.6667
508,45.3333
509,43.6667
510,45.6667
511,45.6667
512,45.3333
513,44.3333
514,44
515,43
516,43.3333
517,43.6667
518,44.3333
519,44.3333
520,44
521,43
522,43.3333
523,45.6667
524,44.3333
525,45
526,43.6667
527,45.6667
528,45
529,45
530,45
531,44.3333
532,44.6667
533,45
534,44.3333
535,41.6667
536,43
537,45.6667
538,46
539,45.6667
540,46.3333
541,47.6667
542,46.3333
543,47
544,47.6667
545,47
546,47
547,50.6667
548,52.3333
549,50.3333
550,48.3333
551,51.3333
552,54.6667
553,57.6667
554,54
555,54.6667
556,54.6667
557,56
558,56
559,57.6667
560,59.3333
561,59
562,60
563,63.3333
564,65.3333
565,65.3333
566,69
567,69.6667
568,68
569,68.6667
570,72.3333
571,74
572,78.3333
573,78.6667
574,76.3333
575,78.6667
576,80.6667
577,81.3333
578,81
579,80.6667
580,83.6667
581,86.6667
582,86.6667
583,88.6667
584,89.6667
585,92
586,93
587,93.3333
588,94.3333
589,96.3333
590,96.6667
591,101
592,100.3333
593,100.3333
594,103
595,103
596,100.3333
597,106.3333
598,107
599,107.6667
600,105.6667
601,107
602,112.3333
603,110.3333
604,112
605,115
606,113.6667
607,114
608,114
609,115
610,115.6667
611,117.6667
612,119.6667
613,118.6667
614,118.3333
615,120.3333
616,121.3333
617,119.6667
618,122.6667
619,127.3333
620,124
621,122.6667
622,125.6667
623,125.6667
624,125.3333
625,125
626,126
627,126
628,125.6667
629,127.6667
630,126
631,126
632,128
633,130
634,127
635,128
636,129
637,128
638,129.6667
639,130
640,127.3333
641,129.6667
642,130
643,128.6667
644,130.6667
645,133.3333
646,132
647,132
648,132
649,130.6667
650,128.3333
651,132
652,132.3333
653,134.3333
654,132.3333
655,128.3333
656,126.3333
657,131
658,130
659,128
660,131
661,132.3333
662,132.3333
663,133.3333
664,132
665,128
666,131.6667
667,134.6667
668,131.6667
669,131.6667
670,129
671,129
672,130.3333
673,133
674,133
675,132.6667
676,133.6667
677,134.6667
678,133.6667
679,133.3333
680,131
681,129
682,131
683,134
684,132.3333
685,134
686,132
687,130.6667
688,131.3333
689,129
690,130.3333
691,130.3333
692,132
693,132.3333
694,132
695,131.6667
696,133.3333
697,131.3333
698,132.3333
699,135
700,131.6667
701,132
702,132.6667
703,130.6667
704,128.3333
705,131
706,133
707,133.3333
708,134.3333
709,133
710,131.3333
711,132.3333
712,132.3333
713,133.3333
714,134
715,132
716,133
717,137.3333
718,137.6667
719,132.6667
720,133
721,135.3333
722,133.3333
723,131
724,133
725,132.6667
726,130.6667
727,129
728,131
729,130.3333
730,129.6667
731,129.6667
732,131
733,131.6667
734,133.6667
735,134
736,132
737,133.6667
738,133.3333
739,130
740,130.6667
741,133
742,133.6667
743,131
744,133.3333
745,133.6667
746,133.3333
747,133.6667
748,133.6667
749,129.3333
750,131.6667
751,134.6667
752,134.6667
753,132.3333
754,133.6667
755,129.3333
756,130.3333
757,134
758,133
759,133.3333
760,133
761,132.3333
762,131
763,132.3333
764,132.3333
765,132
766,131.6667
767,131.6667
768,132.3333
769,132.3333
770,133
771,131.6667
772,132.3333
773,131.3333
774,135
775,135.6667
776,138
777,134.3333
778,132.6667
779,131.3333
780,132.6667
781,131
782,131
783,134
784,134
785,134
786,132.3333
787,133
788,132.6667
789,132
790,133.6667
791,133.6667
792,133.3333
793,133.3333
794,131.6667
795,132
796,135.6667
797,133
798,133.6667
799,135.6667
800,137.6667
801,135.3333
802,134.3333
803,133.3333
804,136.6667
805,137
806,133.3333
807,135
808,134.3333
809,133.3333
810,133.3333
811,133
812,130.6667
813,128.3333
814,132.3333
815,133.3333
816,129.6667
817,126.6667
818,131.6667
819,134.3333
820,133.6667
821,128.3333
822,130.3333
823,131.3333
824,130.3333
825,131
826,131.3333
827,132
828,132.3333
829,133
830,132.3333
831,132.6667
832,133.3333
833,133.6667
834,133
835,134.3333
836,135
837,131.6667
838,133.3333
839,134.6667
840,130.6667
841,132.3333
842,133.3333
843,135.6667
844,138
845,135.6667
846,134.3333
847,133
848,133
849,134
850,132.3333
851,131.6667
852,130.3333
853,131
854,132.3333
855,133.3333
856,133
857,135
858,135.3333
859,134.3333
860,134
861,133.6667
862,134.6667
863,132.6667
864,132.3333
865,131.3333
866,132.6667
867,129.6667
868,132.6667
869,132.3333
870,133.6667
871,134
872,135
873,135.3333
874,132
875,135
876,132.6667
877,133
878,133.3333
879,133
880,132.3333
881,132.3333
882,133.6667
883,135.6667
884,135.6667
885,131.3333
886,131
887,131.6667
888,131.6667
889,132.3333
890,133.3333
891,131.3333
892,131
893,132.3333
894,130.3333
895,134
896,134.6667
897,132.6667
898,132.3333
899,130.3333
900,130.6667
901,131.6667
902,135
903,133
904,133.6667
905,134
906,134.6667
907,134.3333
908,133.6667
909,133
910,132.6667
911,134
912,132.6667
913,131.6667
914,132
915,131.6667
916,130.6667
917,138.3333
918,135
919,133.6667
920,132
921,133.3333
922,132.3333
923,136.3333
924,137
925,133
926,132.6667
927,134.6667
928,132.6667
929,132
930,131.6667
931,131.3333
932,128.3333
933,131.6667
934,131.3333
935,133
936,133.6667
937,130.6667
938,131.3333
939,133.6667
940,130.6667
941,131.3333
942,132.3333
943,136.3333
944,136.6667
945,132.6667
946,132.6667
947,132.6667
948,134.3333
949,132.6667
950,130.6667
951,132.3333
952,132.6667
953,131.6667
954,132.3333
955,133
956,134
957,132.3333
958,133.3333
959,133.6667
960,135.6667
961,133.6667
962,133.6667
963,133.3333
964,132
965,129.3333
966,130.6667
967,134.6667
968,132.6667
969,132.3333
970,132
971,132
972,132.6667
973,134.6667
974,137.6667
975,132
976,132.3333
977,133.6667
978,132.6667
979,131.3333
980,133.3333
981,133.3333
982,132.3333
983,132
984,132.3333
985,131
986,129.6667
987,132.6667
988,132.3333
989,134
990,133.6667
991,132.6667
992,133.3333
993,131.6667
994,133
995,131.6667
996,132
997,133
998,132.6667
999,133.6667
1000,137.6667
1001,136.6667
1002,133.6667
1003,131.6667
1004,133.6667
1005,132.6667
1006,132
1007,133
1008,134
1009,132.3333
1010,133.3333
1011,134.3333
1012,133.3333
1013,134.3333
1014,131.3333
1015,132
1016,134.3333
1017,131.6667
1018,131.6667
1019,134.6667
1020,133.6667
1021,131.6667
1022,132.3333
1023,130.6667
1024,132.6667
1025,133.6667
1026,133.3333
1027,131.6667
1028,132.6667
1029,135
1030,133.6667
1031,134.6667
1032,132.6667
1033,131
1034,132.3333
1035,134.6667
1036,133.6667
1037,132.3333
1038,134.3333
1039,134
1040,134.3333
1041,132
1042,132.3333
1043,131.3333
1044,133.3333
1045,134.6667
1046,132
1047,130
1048,134
1049,133.6667
1050,132.6667
1051,132
1052,132.6667
1053,130
1054,131.6667
1055,135
1056,134.3333
1057,132
1058,136
1059,137
1060,134
1061,134.3333
1062,134
1063,137
1064,132.6667
1065,135
1066,134
1067,134.3333
1068,133
1069,132
1070,130.3333
1071,133
1072,133.3333
1073,133.3333
1074,131.3333
1075,134.3333
1076,132
1077,132
1078,130.6667
1079,132.3333
1080,133
1081,131
1082,132
1083,133
1084,132.3333
1085,135.3333
1086,133.3333
1087,130.3333
1088,126.3333
1089,130.6667
1090,134
1091,135.3333
1092,132
1093,131.6667
1094,132.6667
1095,132
1096,133
1097,132.6667
1098,132
1099,130
1100,131
1101,131.6667
1102,130
1103,129.6667
1104,129.6667
1105,135.6667
1106,133
1107,128
1108,127
1109,127
1110,126
1111,129.6667
1112,132.6667
1113,129.6667
1114,126.6667
1115,126
1116,125
1117,126.6667
1118,123
1119,124
1120,125
1121,123.6667
1122,121.6667
1123,121.6667
1124,120.6667
1125,120.6667
1126,118.6667
1127,118.6667
1128,121.3333
1129,121.6667
1130,115.3333
1131,116
1132,116.3333
1133,116
1134,116.3333
1135,118
1136,116
1137,115
1138,114.6667
1139,111.3333
1140,112.6667
1141,114
1142,111.3333
1143,111.6667
1144,111
1145,109.6667
1146,107.6667
1147,106.3333
1148,104.6667
1149,101.6667
1150,104.6667
1151,102.3333
1152,101.3333
1153,100
1154,97.6667
1155,97.6667
1156,95
1157,96.3333
1158,93.3333
1159,91.6667
1160,92.3333
1161,90.6667
1162,88.6667
1163,87.6667
1164,89.3333
1165,86.3333
1166,82.6667
1167,82.6667
1168,82.6667
1169,78.6667
1170,78.3333
1171,77.6667
1172,78.3333
1173,80.6667
1174,74
1175,74.3333
1176,72.3333
1177,71.3333
1178,68.6667
1179,65
1180,63.3333
1181,65
1182,63.3333
1183,64
1184,63
1185,61
1186,59
1187,59.3333
1188,59.6667
1189,59
1190,56.3333
1191,55
1192,52
1193,51.6667
1194,52.3333
1195,55
1196,57.6667
1197,55.6667
1198,53.6667
1199,55.3333
1200,53.3333
1201,54.6667
1202,54.6667
1203,55.6667
1204,54.3333
1205,54.3333
1206,52.6667
1207,53
1208,53.3333
1209,52.6667
1210,52.6667
1211,54
1212,49.6667
1213,51.6667
1214,53
1215,53
1216,53
1217,53.6667
1218,53.6667
1219,51.6667
1220,49.6667
1221,51.6667
1222,50
1223,51.3333
1224,51.6667
1225,50.6667
1226,51
1227,49
1228,49
1229,50.6667
1230,50.6667
1231,51
1232,51
1233,49
1234,48
1235,51
1236,50.3333
1237,49
1238,48.3333
1239,50.3333
1240,51.3333
1241,50.6667
1242,50
1243,51
1244,49.6667
1245,49
1246,49
1247,51.3333
1248,49.6667
1249,50.6667
1250,50.6667
1251,50.3333
1252,50.6667
1253,52.6667
1254,53
1255,51.3333
1256,51
1257,50
1258,48
1259,53.6667
1260,54.3333
1261,57.6667
1262,56.6667
1263,58
1264,58
1265,60.6667
1266,63.3333
1267,61
1268,61
1269,60.6667
1270,64.6667
1271,67.3333
1272,67
1273,68.3333
1274,68.3333
1275,66.6667
1276,71.6667
1277,76.3333
1278,74.6667
1279,75.3333
1280,77
1281,77.6667
1282,79.6667
1283,81.6667
1284,83
1285,85
1286,85
1287,88.3333
1288,90
1289,90.6667
1290,93
1291,92.6667
1292,94.3333
1293,94.3333
1294,96
1295,96.6667
1296,99
1297,101.3333
1298,99.6667
1299,97.6667
1300,101.6667
1301,104.3333
1302,105.6667
1303,109.6667
1304,110.6667
1305,110
1306,107.6667
1307,108.3333
1308,110
1309,112
1310,110
1311,110.3333
1312,113.6667
1313,114.6667
1314,115.3333
1315,116.3333
1316,117.6667
1317,121.3333
1318,120.3333
1319,118.6667
1320,119.6667
1321,121.6667
1322,123.3333
1323,122
1324,120.3333
1325,123.6667
1326,124
1327,123
1328,120.6667
1329,121.3333
1330,123.6667
1331,126.6667
1332,125
1333,122.6667
1334,124.6667
1335,128
1336,128.6667
1337,127.6667
1338,129
1339,129
1340,128
1341,127
1342,128
1343,127.6667
1344,127
1345,127
1346,129.3333
1347,128.3333
1348,129.6667
1349,128.3333
1350,131
1351,127
1352,129
1353,131
1354,130.3333
1355,130.3333
1356,127.3333
1357,129
1358,129.3333
1359,130
1360,129.3333
1361,131
1362,130.6667
1363,131
1364,133
1365,128.3333
1366,128.6667
1367,129.3333
1368,130.6667
1369,131.3333
1370,129.3333
1371,131.6667
1372,131.6667
1373,132.3333
1374,131.6667
1375,131
1376,132.6667
1377,132
1378,130.3333
1379,133
1380,132.3333
1381,135
1382,135
1383,134
1384,131.6667
1385,127.6667
1386,130
1387,131.3333
1388,133
1389,130.3333
1390,130.3333
1391,130.3333
1392,133.3333
1393,132.3333
1394,131.3333
1395,132
1396,132
1397,130
1398,131.3333
1399,130
1400,129.6667
1401,130
1402,132
1403,130.3333
1404,131.3333
1405,134
1406,130.3333
1407,129.6667
1408,132
1409,128.6667
1410,126.3333
1411,129.6667
1412,130
1413,130
1414,132
1415,132.3333
1416,131.3333
1417,132
1418,130.3333
1419,128
1420,131
1421,131
1422,132.3333
1423,130.3333
1424,131.3333
1425,133
1426,131.3333
1427,127.3333
1428,128.3333
1429,132
1430,133
1431,132.3333
1432,133.3333
1433,131
1434,129.3333
1435,131.3333
1436,131.3333
1437,129.3333
1438,129
1439,134
1440,133
1441,130.3333
1442,130.3333
1443,131.3333
1444,130.3333
1445,129.3333
1446,128.3333
1447,132.6667
1448,130
1449,131.6667
1450,130.3333
1451,131.6667
1452,131.6667
1453,133.6667
1454,135.3333
1455,130.3333
1456,131
1457,131.3333
1458,131.6667
1459,129.3333
1460,129.6667
1461,129.3333
1462,127
1463,129.6667
1464,130.3333
1465,130
1466,129.3333
1467,132
1468,132
1469,130.3333
1470,129.3333
1471,131.3333
1472,134
1473,130.3333
1474,130.6667
1475,133
1476,131.6667
1477,131.3333
1478,131.6667
1479,132.6667
1480,133.3333
1481,130.3333
1482,126.6667
1483,130.6667
1484,131.3333
1485,132.3333
1486,132
1487,127.6667
1488,130
1489,131.3333
1490,131.3333
1491,132.3333
1492,131.3333
1493,132
1494,128.3333
1495,129.3333
1496,132.3333
1497,130
1498,131.6667
1499,130.6667
1500,132.3333
1501,133.3333
1502,129.6667
1503,125.6667
1504,127.6667
1505,127.6667
1506,130.6667
1507,130
1508,129
1509,130.6667
1510,130.6667
1511,132.6667
1512,130.6667
1513,128.6667
1514,129.3333
1515,129.3333
1516,130.3333
1517,129.3333
1518,130.3333
1519,129.6667
1520,132.3333
1521,130.6667
1522,130
1523,129.3333
1524,126.3333
1525,130.3333
1526,133
1527,130
1528,129.6667
1529,129.3333
1530,129.6667
1531,131.3333
1532,131.3333
1533,130.6667
1534,131.6667
1535,130.3333
1536,130
1537,124.6667
1538,124
1539,129.6667
1540,130.6667
1541,132.3333
1542,131.3333
1543,133.6667
1544,135.6667
1545,132.6667
1546,131.3333
1547,132.3333
1548,128.6667
1549,130
1550,130
1551,130.3333
1552,130
1553,130.6667
1554,128
1555,130.6667
1556,133.3333
1557,135
1558,130
1559,130
1560,132
1561,130
1562,130.3333
1563,128
1564,129
1565,131.6667
1566,131.6667
1567,129
1568,130.3333
1569,131.6667
1570,129
1571,130.6667
1572,128.6667
1573,129
1574,128
1575,127.3333
1576,129
1577,131
1578,131.3333
1579,129.3333
1580,129.3333
1581,135.6667
1582,132.6667
1583,129.6667
1584,131.3333
1585,129.6667
1586,130.6667
1587,131.3333
1588,129.6667
1589,131
1590,131.3333
1591,130.3333
1592,130.3333
1593,130
1594,131.3333
1595,130.6667
1596,128.6667
1597,130.6667
1598,131.3333
1599,132
1600,132.3333
1601,129.6667
1602,129.3333
1603,131
1604,130.3333
1605,131.6667
1606,131.6667
1607,131.6667
1608,130.6667
1609,128.6667
1610,128.3333
1611,130.3333
1612,130.6667
1613,130.3333
1614,128.6667
1615,127.3333
1616,126.3333
1617,126
1618,126.3333
1619,131.3333
1620,130.3333
1621,130.6667
1622,128.6667
1623,129.3333
1624,131.6667
1625,133.3333
1626,133.3333
1627,131
1628,130
1629,128.6667
1630,128.6667
1631,129.3333
1632,130.3333
1633,129.6667
1634,129.3333
1635,127.6667
1636,126.6667
1637,126.6667
1638,129.3333
1639,128.6667
1640,130.3333
1641,133.6667
1642,131.6667
1643,129.6667
1644,129
1645,129
1646,127.6667
1647,129.6667
1648,129.6667
1649,130.3333
1650,128.6667
1651,129.6667
1652,129
1653,131.6667
1654,129.3333
1655,130.3333
1656,128.6667
1657,129.6667
1658,130
1659,125.6667
1660,127.6667
1661,129
1662,129.6667
1663,130.3333
1664,128.6667
1665,130.3333
1666,130
1667,130
1668,130
1669,128.6667
1670,128.6667
1671,129.3333
1672,128.6667
1673,130.6667
1674,130.6667
1675,131
1676,130
1677,126.6667
1678,126.3333
1679,128.3333
1680,129.6667
1681,128
1682,128
1683,130
1684,129
1685,130.6667
1686,130.6667
1687,128.3333
1688,129
1689,128.6667
1690,130
1691,130.3333
1692,129
1693,128.6667
1694,129.6667
1695,128.3333
1696,129
1697,128.3333
1698,127.3333
1699,127.6667
1700,130.3333
1701,130.3333
1702,129.6667
1703,129.6667
1704,129.3333
1705,129.3333
1706,129.6667
1707,131.6667
1708,133.6667
1709,130.3333
1710,127.3333
1711,128
1712,130
1713,132
1714,129.3333
1715,128.3333
1716,128.3333
1717,129.3333
1718,129.3333
1719,132.3333
1720,129.3333
1721,126.6667
1722,127.3333
1723,130.3333
1724,128.6667
1725,129.3333
1726,131.3333
1727,129.6667
1728,126.6667
1729,129.3333
1730,129.6667
1731,128.6667
1732,129
1733,130.3333
1734,128.6667
1735,129.3333
1736,129.6667
1737,127.6667
1738,130.6667
1739,133.3333
1740,130.6667
1741,129
1742,129.3333
1743,129.3333
1744,130.3333
1745,129
1746,129.6667
1747,129
1748,128.6667
1749,128.6667
1750,125.6667
1751,127.3333
1752,129
1753,127.3333
1754,126.3333
1755,129.6667
1756,130.6667
1757,130.6667
1758,129.6667
1759,128.3333
1760,128.6667
1761,126.3333
1762,127.3333
1763,128.3333
1764,128.6667
1765,126.6667
1766,127.6667
1767,128.3333
1768,130.3333
1769,127.6667
1770,127.6667
1771,127.6667
1772,128.6667
1773,126.6667
1774,125.3333
1775,127
1776,130.6667
1777,129.3333
1778,129.6667
1779,128.3333
1780,128.6667
1781,129.6667
1782,127.3333
1783,129
1784,128.6667
1785,128.3333
1786,128.3333
1787,129
1788,129.6667
1789,129.3333
1790,128
1791,127
1792,127
1793,127
1794,129.3333
1795,131
1796,127.6667
1797,127.6667
1798,131.3333
1799,130.6667
1800,127.3333
1801,128.3333
1802,128.3333
1803,127.3333
1804,128.3333
1805,128.6667
1806,127.6667
1807,125.3333
1808,126.6667
1809,126.6667
1810,129.6667
1811,127
1812,129.3333
1813,127.6667
1814,128.3333
1815,125.3333
1816,128
1817,125
1818,122.3333
1819,129.3333
1820,130.6667
1821,129.3333
1822,129.3333
1823,130.3333
1824,130
1825,131.3333
1826,128.3333
1827,126
1828,126.3333
1829,126.6667
1830,127.6667
1831,125.6667
1832,128
1833,128.6667
1834,128
1835,128
1836,129
1837,128
1838,126.3333
1839,129
1840,128.6667
1841,127.6667
1842,129.3333
1843,130.3333
1844,129.3333
1845,130.3333
1846,128.6667
1847,128.3333
1848,129.3333
1849,130.6667
1850,129
1851,130
1852,133.6667
1853,129.3333
1854,129.3333
1855,130.6667
1856,128.3333
1857,127
1858,129
1859,127.6667
1860,126.3333
1861,125.3333
1862,129.3333
1863,129.3333
1864,129.3333
1865,130
1866,129
1867,130
1868,128.3333
1869,123.3333
1870,127.3333
1871,126.6667
1872,128.3333
1873,131
1874,131
1875,128.3333
1876,129.3333
1877,128.3333
1878,128.6667
1879,130.6667
1880,134
1881,128.6667
1882,125.6667
1883,128.6667
1884,129.6667
1885,128.6667
1886,130
1887,131.6667
1888,129
1889,127.3333
1890,128.6667
1891,127.6667
1892,128
1893,129.6667
1894,128.6667
1895,131.6667
1896,130
1897,127.6667
1898,124.6667
1899,128.6667
1900,130
1901,127.3333
1902,126.6667
1903,125.6667
1904,126.6667
1905,129.3333
1906,128
1907,129.6667
1908,129
1909,128.3333
1910,131.6667
1911,130.3333
1912,128.6667
1913,129.3333
1914,130.3333
1915,128.6667
1916,126
1917,128
1918,127
1919,128.6667
1920,127.6667
1921,126
1922,128.3333
1923,125
1924,127.6667
1925,128.3333
1926,129
1927,129
1928,128.6667
1929,122
1930,127.3333
1931,133
1932,128.6667
1933,127.3333
1934,128.3333
1935,129
1936,127.6667
1937,130.6667
1938,132.6667
1939,129.6667
1940,127.6667
1941,129
1942,129
1943,127
1944,126.6667
1945,127.6667
1946,128
1947,129.6667
1948,129.6667
1949,126
1950,129
1951,127
1952,127.3333
1953,127
1954,128.3333
1955,126
1956,127.6667
1957,127.3333
1958,126.3333
1959,126.3333
1960,129
1961,130.3333
1962,128.3333
1963,127.6667
1964,130.6667
1965,129.6667
1966,129
1967,129.3333
1968,126.6667
1969,125.6667
1970,129.6667
1971,129.3333
1972,129.6667
1973,125.3333
1974,122.6667
1975,128
1976,129
1977,127
1978,129
1979,130
1980,127.6667
1981,126.3333
1982,128.6667
1983,126
1984,126.3333
1985,126.6667
1986,127
1987,131.6667
1988,130.6667
1989,126
1990,127.6667
1991,129.6667
1992,129
1993,125.3333
1994,127.3333
1995,127.3333
1996,128.3333
1997,128.6667
1998,127.6667
1999,128
2000,128.3333
2001,128
2002,128.6667
2003,127.6667
2004,129.6667
2005,129.3333
2006,129.6667
2007,128
2008,127.3333
2009,128.3333
2010,129.6667
2011,129
2012,128.6667
2013,129
2014,129.3333
2015,130.3333
2016,129.6667
2017,135.3333
2018,126.6667
2019,129.3333
2020,128.6667
2021,129.3333
2022,129
2023,128
2024,128.6667
2025,131.6667
2026,129.3333
2027,130
2028,128
2029,127
2030,127.6667
2031,128.3333
2032,129.6667
2033,126
2034,126.3333
2035,126.3333
2036,126.3333
2037,127.6667
2038,128.3333
2039,128.6667
2040,127.3333
2041,127.3333
2042,128
2043,128.3333
2044,128
2045,129
2046,130.6667
2047,128.6667
2048,128
2049,127.6667
2050,130
2051,127
2052,127.6667
2053,128.3333
2054,126
2055,126
2056,127
2057,127.3333
2058,127.6667
2059,127.6667
2060,127.6667
2061,127.6667
2062,125
2063,126.6667
2064,124.6667
2065,130
2066,132
2067,129
2068,126.3333
2069,126.6667
2070,127.6667
2071,129.3333
2072,129.6667
2073,130.6667
2074,127.6667
2075,129
2076,128.3333
2077,126.6667
2078,128
2079,128.6667
2080,127
2081,129.3333
2082,127.3333
2083,125.6667
2084,129.6667
2085,127
2086,125.6667
2087,127
2088,128.3333
2089,125.6667
2090,126.3333
2091,125
2092,127.6667
2093,129.3333
2094,126.6667
2095,123
2096,126
2097,130
2098,131
2099,129.6667
2100,128
2101,127.3333
2102,127.6667
2103,125.3333
2104,129.6667
2105,128.3333
2106,127.6667
2107,127.3333
2108,126.6667
2109,130.3333
2110,129.3333
2111,127.3333
2112,127.3333
2113,129.3333
2114,128.3333
